LandValue,BuildingValue,Acres,AboveSpace,Basement,Deck,Baths,Toilets,Fireplaces,Beds,Rooms,AC,Age,Car,Condition,Price
18700,80100,0.2,944,350,230,1,0,0,2,3,1,53.1,0,Poor,55000
25900,128400,0.17,1529,0,144,2,0,1,3,2,1,83.7,0,Good,178341
24300,88400,0.31,1008,600,0,1,0,0,4,1,1,48.7,0,Good,110860
16100,44600,0.15,768,0,0,1,0,0,2,3,1,63.6,0,Good,85796
15200,70600,0.15,1224,0,0,1,0,0,3,3,0,108.5,0,Good,56300
22600,35600,0.15,768,0,0,1,0,0,2,2,1,81,0,Poor,54003
14100,74700,0.14,682,400,78,1,1,0,2,2,1,49.2,0,Average,90000
30300,127800,0.2,1534,0,0,1,0,1,3,4,1,97.4,0,Good,135979
27900,91200,0.19,875,437,0,1,0,1,3,2,1,49.8,286,Good,122734
25700,72900,0.14,795,0,110,1,0,0,2,2,1,58.9,0,Good,122635
23300,68400,0.39,1095,0,0,1,0,0,4,3,0,113.9,0,Good,73640
13200,67600,0.11,1048,0,0,1,0,1,3,2,1,82.8,0,Good,49093
21500,51900,0.29,804,0,0,1,0,0,2,2,0,55,0,Poor,27000
30600,96300,0.26,981,400,0,1,0,0,3,2,1,51.6,0,Good,130044
49200,270800,0.27,2292,280,0,2,1,2,4,8,1,51.3,0,Good,345434
15900,71300,0.15,864,570,32,1,0,0,2,3,1,86,0,Good,101132
20000,74000,0.2,987,0,0,1,0,0,3,2,0,56.9,0,Good,100445
26100,105500,0.16,1085,0,100,1,0,0,3,2,1,55.7,0,Good,134864
23600,83400,0.16,672,500,150,1,1,0,2,2,1,57.7,0,Good,118958
19300,92800,0.17,840,0,0,1,0,1,3,2,1,35.9,0,Average,117824
17500,61600,0.22,864,0,0,1,0,0,3,2,1,50.4,0,Poor,85786
14300,90700,0.2,972,0,78,1,0,0,3,2,1,18.5,0,Good,84832
33100,129400,0.2,1522,0,0,2,1,1,3,3,1,1.2,400,Average,164900
9800,122100,0.19,1104,0,155,2,0,0,3,2,1,1.2,0,Average,137900
15900,70900,0.15,792,0,0,1,0,0,2,2,1,53.8,0,Good,81495
20400,107900,0.25,1032,0,132,1,1,0,3,2,1,7.6,0,Average,136889
23400,80300,0.16,720,0,0,1,0,0,2,2,0,57.2,0,Good,112000
18000,78000,0.19,855,0,283,1,0,0,3,2,1,44.3,0,Average,77293
9200,41600,0.16,732,0,0,1,0,0,2,2,0,121,0,Good,61858
29400,85300,0.18,976,0,229,1,0,0,2,3,1,86.7,0,Average,122332
23000,78800,0.28,1196,400,0,1,1,1,3,2,0,51.9,0,Good,152190
17100,40200,0.2,1037,0,0,1,0,0,3,2,1,118.3,0,Average,26241
11300,48000,0.23,880,0,0,1,0,0,2,2,0,44.7,0,Average,41934
28300,112600,0.23,1161,300,0,1,0,0,3,3,1,53.7,0,Average,121947
12500,80200,0.15,1038,0,240,1,0,0,2,2,1,62.9,0,Good,81495
31900,80100,0.18,1037,0,0,1,0,0,2,2,1,57.9,0,Good,141880
20500,72700,0.16,816,0,0,1,0,0,2,2,1,60.4,0,Average,100195
19600,86100,0.2,960,0,168,2,0,0,3,2,1,42.1,0,Good,123000
13300,76200,0.23,1488,0,0,1,0,0,4,5,1,104.6,0,Good,94887
19300,129400,0.16,2157,0,216,2,0,1,3,6,0,97.5,0,Good,141895
39600,91300,0.54,976,450,108,2,0,0,2,3,1,62.1,0,Good,144350
25800,105300,0.17,1072,0,0,1,1,0,3,3,1,58.8,0,Good,122734
16100,74300,0.29,768,0,0,1,0,0,2,2,1,54.7,352,Average,85796
25700,90300,0.3,1605,300,0,2,0,1,4,3,1,79.9,0,Average,137462
18500,82100,0.16,884,0,512,1,0,0,3,2,1,38.5,0,Good,93990
7700,52300,0.17,1434,0,0,1,0,0,4,3,0,96.6,0,Average,56876
14900,45900,0.16,984,0,0,1,0,0,3,2,1,89,0,Good,93278
3000,51100,0.08,2016,0,0,1,0,0,3,3,0,103.8,0,Poor,27956
33900,138800,0.22,1944,0,168,1,1,1,4,3,1,97.9,0,Good,181548
14100,67900,0.15,832,0,0,1,0,0,2,4,1,53.4,0,Average,85881
36000,184600,0.23,1829,0,136,2,1,1,3,4,1,5.3,714,Average,233788
18800,76000,0.18,1668,0,270,2,0,0,3,4,1,89.7,0,Average,105944
26900,143600,0.18,1470,800,0,1,1,1,3,3,1,51.8,0,Good,163972
7200,57700,0.15,1198,0,0,1,0,0,3,3,0,96.2,0,Good,74900
17100,57800,0.15,890,0,120,1,0,1,2,3,0,64.4,0,Good,79202
11000,145000,0.24,1160,72,99,3,0,0,3,2,1,3.2,0,Average,159000
34100,220900,0.22,2128,900,216,3,1,1,4,3,1,8.6,637,Average,233771
16400,32500,0.15,709,0,0,1,0,0,2,2,0,86.4,0,Poor,36738
21900,86000,0.33,746,0,259,1,0,0,2,2,1,58.3,0,Good,114222
14500,97200,0.17,997,0,0,1,0,0,3,2,1,50.6,0,Good,100256
23200,140200,0.26,2061,0,0,2,0,1,3,3,1,49.9,572,Good,175755
15000,81300,0.17,888,600,0,2,0,0,3,2,1,47.2,0,Good,122500
20100,109900,0.19,1320,348,0,1,0,1,3,2,1,45.2,0,Good,160000
21500,78600,0.18,912,0,0,1,0,0,2,3,1,46.4,0,Good,104966
21900,92300,0.17,981,700,0,1,0,0,3,2,1,49.6,0,Good,107486
32300,137800,0.22,1649,0,351,1,2,1,3,4,1,88.6,0,Good,218347
26300,110000,0.17,1012,200,0,2,0,0,2,2,1,62,0,Good,127000
14200,44500,0.14,1042,0,0,1,0,0,2,2,0,128,0,Poor,65785
33900,93800,0.3,952,0,0,1,0,1,2,2,1,82.9,0,Average,120279
31200,105200,0.2,1498,0,192,1,0,0,3,5,1,90.6,0,Good,121465
31700,160300,0.26,2495,0,0,2,0,1,2,4,1,86,0,Good,238594
18800,51400,0.15,876,0,0,1,0,0,2,3,0,89.8,0,Average,82904
16300,82100,0.15,840,0,264,2,0,0,3,2,1,37,0,Average,104667
50800,175500,0.34,2497,0,144,2,1,1,4,6,1,49.4,0,Poor,157449
35400,97800,0.38,1139,0,0,2,0,0,2,2,0,61.4,0,Good,140273
47100,137600,0.2,1792,0,0,2,1,1,3,3,1,58.9,0,Good,205211
27400,42300,0.19,741,0,0,1,0,0,2,2,1,91.1,0,Average,124500
24100,125200,0.23,1095,440,0,2,1,1,3,2,1,16.3,292,Average,154806
37200,94300,0.28,1273,0,0,1,1,1,3,4,1,84.4,0,Good,170808
19100,100000,0.18,861,400,165,1,0,0,3,2,1,31.6,676,Good,118573
6600,32600,0.12,742,0,0,1,0,0,1,3,0,108.3,0,Average,42941
20300,98600,0.54,838,0,120,1,0,0,2,3,1,10.3,0,Average,111550
24400,80200,0.17,726,0,0,1,0,0,2,2,1,56.6,0,Good,110860
9300,60500,0.12,1361,0,0,1,0,0,4,2,0,75.7,0,Average,62564
27800,87000,0.19,1134,400,160,1,1,0,4,4,1,61.7,0,Good,96400
22100,85300,0.21,872,300,0,1,0,0,3,1,1,50.5,0,Good,101149
16400,51900,0.17,1195,0,0,1,0,0,2,3,1,89.5,0,Average,62660
19600,75300,0.19,872,0,0,1,0,0,2,3,1,51.7,240,Average,96400
8200,88800,0.38,1470,0,0,1,1,0,4,3,1,37.5,0,Good,110860
20200,142200,0.41,1606,400,414,2,0,1,4,2,1,55.7,0,Good,160025
15500,71000,0.15,1040,0,0,1,0,0,3,3,1,85.8,0,Good,91580
16400,92800,0.15,1026,0,0,1,0,1,2,2,1,61.6,0,Good,98810
22500,74100,0.15,676,0,308,1,0,0,2,2,0,67.5,180,Good,111824
28700,81400,0.24,864,432,0,1,0,0,3,2,1,56.6,0,Average,118573
12600,140800,0.21,1188,0,155,2,0,0,3,2,1,1,0,Average,159960
22000,104500,0.18,1055,264,0,1,1,1,3,2,1,44.9,0,Good,122734
30200,131600,0.2,1235,200,48,1,1,0,3,4,1,49.6,0,Good,160989
14100,122500,0.17,1374,300,166,2,0,1,3,2,1,53.6,0,Good,128116
27400,55800,0.21,720,0,120,1,0,0,2,2,1,54.7,0,Average,103148
24500,117600,0.25,1082,530,0,3,0,1,3,2,1,18.7,440,Average,153172
22400,153200,0.33,2037,0,0,1,1,1,3,3,1,80.8,550,Good,219939
26900,100400,0.18,1144,0,0,1,1,1,3,2,1,48.9,0,Average,105551
28900,74200,0.16,935,0,224,1,0,0,2,2,1,59.7,0,Average,111824
33600,82100,0.25,1088,0,0,1,1,1,3,3,1,67.6,0,Good,143155
9200,50400,0.1,882,0,0,1,0,0,2,3,0,74.7,0,Good,54948
17100,92900,0.13,910,600,462,1,0,0,3,2,1,30.5,0,Good,111646
25400,147100,0.23,1208,0,120,2,0,0,3,2,1,7.3,589,Average,143040
4400,40800,0.16,716,0,287,1,0,0,2,2,0,43.2,0,Good,55900
25500,82700,0.17,832,0,0,1,0,0,2,2,1,66.2,0,Good,122500
9000,104700,0.24,1092,0,42,2,0,0,3,2,1,1,0,Average,130000
10900,60900,0.1,863,0,0,1,0,0,2,3,1,54.7,0,Good,91098
31000,147000,0.26,1916,200,125,2,0,0,4,4,1,48.4,420,Good,152582
42900,90100,1.03,1292,0,0,1,0,0,3,2,1,52.6,320,Good,137853
34300,145500,0.23,1520,0,100,2,1,0,3,2,1,2.2,400,Average,180740
24900,74700,0.16,769,0,0,1,0,0,2,2,1,41.3,0,Good,108783
25200,90200,0.28,936,0,0,1,0,0,2,2,1,51.9,240,Good,123715
29100,165800,0.19,1755,360,388,1,2,1,3,3,1,68.5,220,Good,200513
17000,89000,0.16,1123,0,80,1,0,1,3,3,1,59.6,0,Good,103148
7900,60100,0.37,1492,0,0,1,0,0,3,3,0,65.9,0,Average,75849
25900,66700,0.17,1224,0,206,2,0,0,3,4,1,59.4,0,Average,100195
32300,138300,0.18,1632,0,120,2,1,1,3,4,1,10.4,460,Average,165083
41200,155700,0.55,1592,520,0,2,0,0,2,3,1,49.7,528,Good,178341
30900,104200,0.19,1470,0,0,1,1,0,4,3,1,43.3,0,Average,142658
50100,164600,0.23,1421,400,0,2,1,0,3,3,1,44,0,Good,210120
27100,118900,0.17,1499,0,192,1,0,1,3,4,1,85,0,Good,176736
25900,117100,0.29,1325,0,100,2,1,0,3,2,1,17.7,400,Average,134961
19200,132300,0.16,1500,0,91,1,1,0,4,3,1,40,0,Good,148164
16100,47600,0.17,832,0,126,1,0,0,2,2,0,85.8,0,Good,53020
17500,61600,0.22,816,0,0,1,0,0,3,2,1,48.4,0,Good,95424
24800,96500,0.17,1166,0,400,2,0,1,3,3,1,61.5,0,Average,133593
45400,213400,0.31,1528,980,65,3,0,1,3,4,1,3.3,691,Average,239513
36200,159800,0.19,1420,0,120,2,1,1,3,2,1,1.6,440,Average,174967
11600,41400,0.12,864,0,0,1,0,0,2,2,1,82.8,0,Poor,26028
25900,73500,0.16,1018,300,0,1,1,0,2,2,1,81.8,0,Good,122734
21800,112200,0.17,1064,0,176,1,0,0,3,2,1,38.7,374,Good,134961
38500,143600,0.18,1410,0,120,2,0,1,3,2,1,1.6,462,Average,183161
16800,61000,0.16,788,0,50,1,0,0,2,2,0,88.5,0,Good,81349
10200,58200,0.11,576,0,248,1,0,0,1,2,1,48.8,0,Good,71676
26100,110800,0.23,1426,0,192,1,1,1,4,3,1,39.4,572,Good,143135
27300,105000,0.15,1177,0,0,1,0,0,3,3,0,62.2,0,Good,149900
23000,163000,0.15,1686,450,110,2,2,1,3,3,1,8.9,460,Average,171827
28200,86900,0.2,720,0,256,1,0,0,2,2,1,58.6,0,Good,119729
12700,33700,0.17,652,0,84,1,0,0,2,2,0,108.5,0,Poor,20039
12700,39200,0.17,672,0,0,1,0,0,2,2,1,98,0,Good,40551
20600,77300,0.16,978,700,0,1,0,0,2,2,0,72.2,0,Good,100000
48800,134400,0.23,1649,0,120,2,0,1,3,4,1,56.4,0,Good,193185
24500,113600,0.14,1518,0,144,1,0,1,2,4,1,96,0,Good,151208
44500,131800,0.71,1462,0,0,2,0,1,3,3,1,12.5,680,Average,204369
16700,62300,0.18,964,0,0,1,0,0,2,3,1,94.4,0,Good,69039
24400,79600,0.24,882,0,0,1,0,0,3,2,1,25.7,0,Average,78775
36900,85000,0.59,1719,0,0,2,0,0,4,4,1,94,0,Good,164954
20000,63200,0.15,672,320,0,1,0,0,2,2,1,65.9,0,Good,116744
20100,83300,0.14,888,400,183,1,0,0,2,3,1,57.7,0,Good,101220
19600,66300,0.21,880,0,294,1,0,0,2,3,1,88,0,Good,80120
17200,4700,0.17,1047,0,0,1,0,0,2,3,0,91.2,0,Poor,14400
35800,181500,0.34,1926,0,100,2,1,1,3,3,1,2.4,660,Average,190847
16200,49400,0.17,673,300,0,1,0,0,2,2,0,54.2,0,Average,86500
23100,86800,0.3,925,444,252,1,0,0,3,2,1,41.4,0,Good,95424
22400,118300,0.25,1211,500,120,2,1,1,3,2,1,41.8,0,Good,155037
36100,157800,0.19,1346,0,120,2,0,1,3,2,1,1.1,468,Average,212000
17900,73100,0.17,792,0,0,1,0,0,2,2,0,62.4,0,Good,104966
17300,106500,0.16,1224,300,60,2,0,0,3,3,1,67.3,0,Good,104966
8500,49600,0.17,1082,0,0,1,0,0,2,3,1,68.4,0,Average,57254
14500,96600,0.17,997,0,0,1,0,0,3,2,1,51.2,0,Good,125000
11700,64500,0.13,1566,0,0,1,0,1,3,4,1,108.1,0,Average,123500
62600,113200,0.41,1071,500,0,1,1,1,2,3,1,87.7,336,Good,202441
19500,88700,0.32,1418,0,126,1,1,0,4,3,1,74.3,0,Good,111646
19500,40700,0.2,848,0,320,1,0,0,2,3,1,61.1,0,Good,89000
30500,124100,0.2,1560,0,0,1,1,1,2,4,1,81.4,0,Good,170331
24700,91500,0.2,754,504,240,1,0,0,3,3,1,28.3,0,Good,112600
8300,50900,0.13,1168,0,240,2,0,0,2,4,1,82.9,0,Good,87681
29100,102400,0.23,1237,0,0,2,1,0,2,4,1,58,0,Good,141880
30200,69800,1.18,1530,0,0,2,0,1,4,5,1,95.4,0,Average,54391
31200,114400,0.2,1283,0,0,1,1,0,3,3,1,98.1,0,Poor,114500
52900,181900,0.32,2148,0,0,1,1,1,3,3,0,79.5,0,Good,233788
22900,94900,0.15,1212,0,0,1,0,0,3,3,1,59.4,0,Good,131589
20200,106700,0.19,1363,384,0,2,0,0,4,2,1,45.6,264,Good,86760
20400,73600,0.16,887,0,0,1,0,0,2,2,1,86.7,0,Good,122429
19900,33000,0.32,590,0,0,1,0,0,2,3,0,92,0,Average,39275
23600,152700,0.22,1601,900,108,2,1,1,3,3,1,19.7,528,Average,129607
22700,101200,0.15,1260,0,256,1,0,1,3,3,1,83.6,0,Good,139781
33900,79000,0.2,908,0,168,1,1,0,2,3,1,80.7,0,Good,116645
25200,64500,0.18,688,0,0,1,0,0,2,2,1,66,0,Good,129607
19600,101400,0.18,930,400,0,1,0,0,3,2,1,43.3,0,Good,107638
45400,110600,0.19,1268,216,0,1,0,2,3,3,1,50,0,Average,133500
24900,106900,0.17,1267,450,223,1,0,0,3,3,1,60.2,0,Good,142900
91200,209300,0.61,2655,0,0,2,1,1,4,5,1,89.3,0,Good,322055
28800,122600,0.26,1984,0,0,1,1,1,3,4,1,51.1,0,Good,165000
27900,120800,0.17,1395,0,195,1,0,1,3,3,1,77,0,Good,149000
36500,138600,0.3,1303,645,0,2,1,0,3,3,1,40.4,0,Average,159357
26100,16500,0.4,1134,0,0,1,0,0,3,3,0,80.3,0,Poor,13932
26500,96700,0.16,1568,0,0,1,0,1,3,4,1,88.8,0,Good,138787
23300,122100,0.2,1022,500,0,2,0,1,3,2,1,18.7,484,Average,133033
17000,73100,0.22,1048,0,0,1,0,0,2,4,1,88.3,0,Good,76243
9200,63200,0.12,1184,0,0,1,0,0,4,3,0,120.7,0,Good,76156
5900,45200,0.15,1314,0,0,1,1,0,3,4,0,102.5,0,Poor,34353
22200,96100,0.21,1162,0,0,1,0,0,2,3,1,47.5,0,Good,120234
18000,44000,0.26,533,0,0,1,0,0,2,2,1,96.5,0,Good,59163
33800,143500,0.48,1605,0,0,2,0,0,3,2,1,41.6,650,Good,205333
25700,139700,0.48,1899,0,320,3,0,1,3,3,1,93,0,Good,166918
40800,329300,0.78,2606,1000,551,3,0,2,5,4,1,39,0,Good,324017
15700,36500,0.16,484,0,240,1,0,0,1,2,0,58.9,0,Average,27001
25600,58400,0.2,884,0,0,1,0,1,2,3,0,78.1,0,Good,83940
16000,56000,0.15,897,0,0,1,0,0,2,2,0,59.7,0,Poor,66034
43500,203200,0.47,2334,0,168,2,1,1,4,4,1,18.7,484,Good,234253
12700,68100,0.15,784,0,120,1,0,0,2,2,1,23,0,Good,91500
21000,55700,0.24,1258,0,221,1,0,0,3,3,1,107.8,0,Poor,103980
36400,176100,0.29,1964,384,256,2,1,1,4,4,1,8.9,729,Average,211102
18900,118000,0.17,1144,500,0,1,1,0,3,2,1,45.5,0,Average,108306
19800,94700,0.21,974,500,140,1,0,0,3,2,1,54.7,0,Good,122911
15200,129300,0.18,1094,300,120,2,0,0,3,2,0,1.2,0,Average,145900
6800,69600,0.12,1802,0,0,1,0,0,4,5,1,105.2,0,Average,92000
14100,45600,0.16,768,0,0,1,0,0,2,2,1,69.8,0,Average,83361
20000,60400,0.15,688,300,0,1,0,0,2,2,1,48.2,0,Good,90000
19000,121000,0.17,1897,400,0,2,0,1,5,4,1,87.9,0,Good,126661
21100,87400,0.18,864,0,624,1,0,0,3,2,1,39.2,0,Good,130000
20300,48500,0.2,656,0,0,1,0,0,2,2,1,68.5,0,Average,66797
16600,84200,0.17,1710,330,0,1,0,0,5,3,0,91.4,0,Average,102580
6600,60200,0.2,885,0,0,1,0,0,3,2,0,26.8,0,Average,58814
29800,62900,0.2,1056,530,0,2,0,0,3,2,1,92.5,0,Good,68705
17900,90100,0.16,986,360,0,1,1,0,3,2,1,56.3,0,Good,104966
16000,98400,0.19,1416,0,0,1,1,0,4,2,1,49.9,706,Average,107515
6900,58500,0.26,833,400,0,1,0,0,3,2,1,30,0,Average,90000
24900,88600,0.16,1040,0,100,2,0,1,2,3,1,90.8,0,Good,133804
23900,41000,0.24,736,0,252,1,0,0,2,2,1,88.8,0,Average,50128
22500,155600,0.16,1217,676,256,3,0,1,4,3,1,10.6,484,Average,154144
35700,159400,0.28,1819,0,0,2,1,1,4,3,1,1.7,620,Average,187971
15900,104200,0.15,1820,0,0,2,0,0,4,3,1,95,0,Good,113799
15800,75500,0.15,1011,0,0,1,0,0,3,3,1,91.1,0,Good,93000
5700,46700,0.09,929,0,0,1,1,0,3,4,0,79.5,0,Good,64793
36300,238900,0.23,1960,873,126,3,1,1,3,6,1,3.6,682,Average,238977
8900,119200,0.25,1667,0,0,2,0,0,3,3,1,54.1,0,Good,130000
19400,72400,0.16,720,150,0,1,0,0,2,2,1,60.8,0,Good,90332
18400,78200,0.18,896,400,0,1,0,1,2,3,1,68.3,0,Good,102103
15200,68200,0.16,672,0,100,1,0,0,2,2,1,66.6,0,Good,105944
60100,61200,0.86,832,0,144,1,0,0,1,4,1,32.7,0,Good,95918
13800,82100,0.14,1042,0,0,1,0,0,3,3,0,67.4,0,Good,97323
24800,157500,0.16,1505,500,0,1,0,1,4,2,1,71.6,0,Good,202441
16100,61400,0.3,1006,0,136,1,0,0,2,2,0,56.8,0,Good,100642
24100,102600,0.49,1608,0,0,1,0,0,4,2,1,86.8,0,Good,112817
19900,138000,0.15,1397,0,128,2,1,0,3,2,1,8.1,460,Average,159500
24300,90900,0.16,1166,432,0,1,1,2,3,3,1,82.6,0,Good,104594
6700,41000,0.12,616,0,0,1,0,0,2,2,0,44.8,0,Good,65294
17000,59400,0.17,704,0,0,1,0,0,2,2,1,80.1,0,Good,65000
35100,161500,0.25,1804,0,100,2,1,1,3,5,1,8.8,484,Average,202265
29600,217900,0.24,1726,500,252,3,0,2,4,5,1,14.7,552,Average,228469
16800,47000,0.18,664,0,388,1,0,0,2,3,1,91.2,0,Good,75000
23700,73500,0.17,720,0,130,1,0,0,2,2,1,58.3,0,Good,104489
16100,64600,0.15,1084,288,0,2,0,0,2,5,0,91.4,0,Good,76243
17700,75900,0.17,2158,0,150,3,0,0,5,2,1,69.2,0,Good,94500
17300,74400,0.2,852,0,0,1,0,0,2,2,1,50.4,0,Good,95424
28500,74300,0.24,726,0,0,1,0,1,2,2,1,67,200,Average,110951
23600,59100,0.43,936,0,100,1,0,0,2,2,0,58.3,0,Poor,38169
24300,97200,0.17,908,0,0,1,0,0,2,3,1,57.8,0,Good,124599
19600,91300,0.23,1144,350,0,1,0,0,3,2,1,52.5,0,Good,120043
16200,83900,0.15,1166,0,0,1,0,1,2,4,1,56,0,Good,97107
13600,58900,0.13,1108,0,140,1,0,1,2,4,1,95.7,0,Average,45308
15000,50000,0.23,1071,0,0,1,0,0,2,3,1,108.6,0,Average,48200
26300,135300,0.11,1922,0,0,2,0,0,4,4,1,79.4,0,Good,186172
24200,77200,0.36,1085,500,0,1,0,1,2,2,0,85.2,0,Good,114900
14800,32300,0.15,623,0,0,0,1,0,2,3,0,92.8,0,Poor,14846
22300,85900,0.26,968,0,0,1,0,1,3,3,1,57.6,0,Good,101220
15300,60600,0.15,672,330,140,1,0,0,2,2,1,60.1,0,Good,96800
19900,105900,0.55,1372,0,72,1,1,0,4,3,1,31.8,0,Good,123225
9800,105800,0.14,1040,0,0,1,0,0,3,3,0,53.7,364,Good,112789
5700,66500,0.15,897,0,0,2,0,0,3,2,1,27.1,0,Good,87000
20700,70000,0.12,874,0,0,1,0,0,2,4,1,86.5,0,Average,79048
18100,72400,0.2,780,0,0,1,0,0,2,2,0,52.8,312,Good,98187
25600,122000,0.16,1372,898,37,2,0,1,4,4,1,88.9,0,Good,162008
22500,42700,0.32,784,0,275,1,0,0,3,3,0,80.7,0,Good,86760
18900,95000,0.13,976,0,138,1,0,0,2,3,1,58.5,0,Good,115584
14600,103700,0.32,1620,0,424,1,0,0,3,3,1,56.2,0,Good,120000
17700,102000,0.17,2068,0,0,1,0,1,5,5,1,113.6,0,Good,101220
27100,103000,0.2,1034,425,144,1,1,1,4,1,1,37.4,0,Good,145998
14300,35500,0.17,686,0,0,1,0,0,1,3,0,106.7,0,Average,64588
31100,166800,0.2,1707,0,0,1,1,2,2,4,1,57.7,285,Good,169665
16600,106700,0.15,1034,0,120,1,0,0,3,2,1,6.4,0,Average,120138
21900,122400,0.17,1052,420,340,2,1,1,3,2,1,15.7,160,Average,141389
16200,85100,0.16,756,0,0,1,0,0,3,2,1,32,308,Good,90000
22400,87300,0.23,1035,0,40,1,0,0,3,2,1,53.2,240,Good,117000
27200,100600,0.33,1034,456,196,1,1,0,3,2,1,33.4,0,Good,126436
16100,63600,0.15,816,0,0,1,0,0,2,3,1,86.4,0,Good,64888
27000,73300,0.17,768,0,152,1,0,0,2,2,1,54.5,0,Good,118573
17000,93300,0.17,1048,0,0,1,0,0,3,3,0,55.1,0,Good,105000
21300,102700,0.17,1012,0,0,1,0,0,3,2,1,49.4,0,Good,114508
12400,50200,0.14,1063,0,0,1,0,0,2,4,0,96.2,0,Average,73400
20700,62000,0.13,768,0,0,1,0,0,2,2,1,87.7,0,Average,56394
35800,135200,0.25,1936,0,0,2,0,1,3,5,0,76.7,0,Good,133033
16600,87000,0.15,840,0,120,1,0,0,3,2,1,36.8,0,Good,115370
9500,32800,0.1,528,0,0,1,0,0,1,2,0,69.7,0,Average,43380
21400,94800,0.16,970,0,122,1,0,1,2,3,1,67.6,0,Good,128213
21200,89500,0.16,856,750,192,1,0,0,2,2,1,16.4,0,Good,124051
31100,131100,0.33,1274,418,0,2,1,1,3,3,1,32,220,Good,177500
27900,90700,0.19,1134,720,96,1,0,0,3,3,0,57.5,0,Average,114413
19800,104800,0.2,1196,250,0,1,1,1,3,2,1,53.6,228,Good,117609
23600,104100,0.17,1320,228,144,1,0,0,2,4,1,62.2,0,Good,125000
44700,124000,1.32,1500,0,512,2,0,1,3,2,1,20.5,540,Good,207261
48200,128700,0.25,1400,0,0,1,1,0,3,4,1,50.6,0,Good,190391
25400,102000,0.16,912,0,125,1,0,1,2,3,1,82,0,Good,127545
17600,76300,0.21,955,432,0,1,0,0,3,2,1,50.2,0,Average,110000
45400,118100,0.19,1437,265,339,2,0,0,3,2,1,68.7,209,Good,119537
27600,81900,0.38,1352,0,0,1,0,0,4,4,1,110.7,0,Good,116645
22900,93100,0.15,1122,0,216,1,0,0,3,3,1,55.3,0,Good,101149
19600,126200,0.22,1094,0,208,2,0,0,3,2,1,2.7,0,Average,144504
19000,52600,0.16,983,0,0,1,0,0,2,3,0,93.8,0,Average,47718
22900,83700,0.15,988,280,0,1,0,1,3,3,1,69.1,0,Good,136000
15000,70700,0.13,800,0,120,1,0,0,2,3,1,50.6,0,Good,83194
21200,74300,0.26,864,0,0,1,0,0,3,2,1,51.6,0,Good,91580
19900,82600,0.18,1034,0,0,1,0,0,3,3,1,79.8,0,Good,107907
20000,107600,0.23,961,500,165,1,1,1,3,2,1,36.7,0,Good,139781
19500,38600,0.21,720,0,0,1,0,0,2,2,1,60.2,0,Good,79840
27500,86400,0.22,1142,0,0,1,0,0,3,2,1,54.8,0,Average,117333
29200,165400,0.22,2099,0,0,2,1,0,5,3,1,43.6,484,Good,167737
28100,102900,0.18,1369,0,0,1,1,1,3,3,1,75.8,0,Good,160045
15900,61000,0.15,964,0,0,1,0,0,3,2,1,105.4,0,Good,87093
25400,87800,0.17,1183,0,0,1,0,0,3,3,1,56.7,0,Good,118091
17700,60800,0.21,816,0,0,1,0,0,2,2,1,54.7,264,Average,94376
25900,61800,0.15,980,0,0,1,0,0,3,3,1,74.8,0,Good,86404
26000,88200,0.16,1048,0,0,1,1,1,2,3,1,86.5,0,Good,122142
5700,48400,0.15,1502,0,0,2,0,0,2,5,1,98.4,0,Poor,28627
56400,256400,0.4,2217,0,514,1,1,1,3,5,1,56.8,360,Good,299470
25400,93800,0.16,936,0,0,1,0,1,2,3,1,82.1,0,Good,119900
13900,61500,0.13,741,0,0,1,0,0,2,2,1,52.7,0,Good,96285
14400,56200,0.15,946,0,0,1,0,0,2,2,1,87.9,0,Good,91805
33000,124700,0.18,1170,200,391,1,1,2,3,3,1,70.1,360,Good,171000
46200,220500,0.57,2815,0,977,2,1,1,4,3,1,50.8,0,Good,235649
17200,80400,0.17,1037,0,120,1,0,0,3,2,1,52.5,0,Poor,54907
25300,81100,0.17,720,0,292,2,0,0,2,2,1,58.1,0,Good,118000
25800,108000,0.26,1999,200,0,2,1,0,2,3,1,53.3,380,Average,128249
10500,52500,0.14,640,320,0,1,0,0,2,2,1,57,0,Average,63000
4800,60900,0.15,1952,0,0,2,0,1,2,4,0,95.2,0,Average,57000
22500,79100,0.19,780,0,0,1,0,0,2,2,1,58.9,0,Good,117530
20000,128100,0.26,1032,400,288,2,0,0,3,3,1,11.5,200,Average,141227
8400,60400,0.14,888,0,0,1,1,0,3,3,0,65.2,0,Good,79000
30500,121100,0.17,1264,552,0,1,1,1,2,3,1,59.5,0,Good,157449
29900,161200,0.28,1607,400,200,1,1,2,3,3,1,69.6,383,Good,225095
7700,38700,0.13,816,0,0,1,0,0,2,2,0,103.1,0,Average,78000
28900,102300,0.29,1301,350,0,1,0,0,3,4,1,50.4,0,Average,87790
34600,129800,0.24,1572,0,100,2,1,1,3,2,1,1.1,440,Average,175000
13100,111500,0.17,900,750,0,2,0,0,3,2,1,36.5,0,Good,107352
17000,107400,0.27,888,444,404,1,1,2,3,2,1,50.5,0,Good,112123
36500,147700,0.29,1631,0,144,2,1,1,3,3,1,10.2,597,Average,171763
11100,71900,0.17,1911,0,0,2,1,1,5,3,0,74.9,0,Good,139425
39400,158900,0.33,1732,0,120,2,1,1,3,3,1,7.4,680,Average,230925
