LandValue,BuildingValue,Acres,AboveSpace,Basement,Deck,Baths,Toilets,Fireplaces,Beds,Rooms,AC,Age,Car,Condition,Price
15000,81100,0.16,868,868,0,1,1,0,2,2,1,63.4,0,Good,98286
33300,131800,0.2,1324,0,100,2,1,0,3,3,1,2.5,400,Average,158964
25400,111400,0.29,1156,250,300,2,0,1,3,2,1,14.1,0,Poor,100000
11900,81300,0.15,720,500,207,1,0,0,2,2,1,33.2,0,Average,92850
26700,124600,0.18,1798,0,0,1,1,2,3,4,1,64.6,0,Average,163881
7600,43200,0.13,768,0,0,1,0,0,2,3,0,78.6,0,Good,65552
17500,81100,0.22,912,0,160,1,0,0,2,2,1,52.1,0,Good,103900
28100,81700,0.27,997,0,0,1,0,0,2,2,1,49.9,0,Good,119690
22100,116300,0.18,1066,500,140,1,1,0,3,2,1,30.8,0,Good,117824
34600,119700,0.24,1456,0,100,2,1,0,3,3,1,1.4,440,Average,160283
33600,146700,0.2,1900,456,0,2,1,1,4,2,1,44.8,0,Average,164463
29900,161200,0.28,1607,400,200,1,1,2,3,3,1,69.5,383,Good,222814
16600,58100,0.17,704,0,0,1,0,0,2,3,1,78.6,0,Good,80494
31400,133500,0.2,1940,0,0,2,0,0,3,4,1,98.3,0,Average,120749
31900,71200,0.91,1106,0,264,1,0,0,3,2,1,87.8,0,Good,101220
22700,75700,0.32,947,0,176,1,0,0,2,3,0,66.4,0,Good,103058
24000,77600,0.16,828,0,261,1,0,0,2,2,1,54.8,0,Good,102114
15600,103300,0.16,1404,0,0,1,0,0,3,3,0,39.4,448,Good,110023
38300,129100,0.44,1610,0,0,2,0,0,3,3,1,72.5,0,Good,139796
22700,77300,0.15,892,0,0,1,0,0,2,3,1,79.7,0,Average,83868
14200,91700,0.17,1433,0,0,1,0,0,4,3,1,57.1,0,Good,95000
5800,44400,0.43,720,0,0,1,0,0,2,2,0,47.7,0,Average,67384
25900,99200,0.17,1327,0,0,1,0,0,3,2,1,54.8,0,Good,142371
27700,88100,0.18,1193,0,240,1,0,0,3,3,1,67.2,0,Good,134900
20700,89300,0.18,1071,294,0,1,1,0,3,2,1,46.2,0,Good,104900
47000,156900,0.22,1581,360,0,1,1,2,3,3,1,61.6,0,Good,230397
20100,82300,0.24,746,373,0,1,0,0,2,2,1,60.2,0,Good,116500
16700,64300,0.15,872,0,340,1,0,0,2,4,1,91.1,0,Good,71000
54400,209200,0.29,1856,0,0,2,1,1,4,3,1,35.7,0,Good,209189
32800,21500,1.46,720,0,0,1,0,0,3,2,0,79.5,480,Poor,38169
23100,86800,0.3,925,444,252,1,0,0,3,2,1,41.6,0,Good,113753
29200,86800,0.19,972,0,296,1,0,0,3,2,1,59.7,0,Good,118091
12700,41200,0.17,1153,0,0,1,0,0,3,2,0,98.7,0,Poor,37114
15000,62000,0.16,1037,120,0,1,0,0,5,2,1,85,0,Good,87671
10400,29400,0.11,1010,0,0,2,0,0,3,3,1,94.9,0,Average,55967
21200,93500,0.19,960,0,0,1,0,1,3,2,1,36.7,0,Average,116452
28800,92100,0.19,1081,0,0,1,0,1,2,3,1,56.5,0,Good,124357
22500,119800,0.18,1193,396,168,2,1,1,3,2,1,15.5,143,Average,149421
29300,129800,0.29,1120,500,0,1,1,0,1,4,1,59.4,420,Good,128822
25100,92700,0.15,1400,0,0,1,0,0,3,3,1,89.9,0,Good,152190
17000,81900,0.19,1198,0,0,1,0,0,2,3,1,67.5,0,Good,102103
22200,79300,0.26,1032,0,0,1,0,0,3,3,1,52.9,480,Average,116351
7600,61900,0.17,1183,0,0,1,0,0,3,2,1,55.2,0,Good,75000
19700,62500,0.16,811,0,0,1,0,0,2,2,0,79.7,0,Good,92255
24500,71500,0.19,756,0,0,1,0,0,2,2,1,67.7,0,Good,113271
38500,175600,0.54,1672,1099,370,3,0,1,3,3,1,3.9,680,Average,250377
27900,96700,0.25,1324,0,0,1,0,0,3,3,1,53.8,0,Good,101525
18600,61700,0.15,808,0,0,1,0,0,2,2,0,67.5,0,Average,43380
20000,58000,0.15,688,0,0,1,0,0,2,2,1,48.2,0,Good,90000
18200,90800,0.18,1409,0,300,1,1,0,2,3,1,67.3,0,Average,114890
12600,32300,0.15,660,0,0,1,0,0,2,2,0,89.8,0,Good,61750
24500,86600,0.41,1667,0,0,1,0,1,1,5,0,87.9,0,Average,123715
22000,102700,0.2,1120,0,0,1,1,0,3,2,1,48.9,0,Good,98187
15200,53600,0.18,768,0,0,1,0,0,2,2,0,55.7,0,Good,77352
20600,94100,0.46,1361,0,0,1,0,0,3,2,1,60.7,0,Good,110860
27700,39900,0.19,704,0,224,1,0,0,2,2,0,89,0,Average,96223
23300,87500,0.14,953,0,0,1,0,1,2,2,1,87.4,360,Good,109737
8300,49100,0.15,1007,0,0,1,0,0,2,3,0,90.4,0,Average,64888
11500,44100,0.13,1019,0,0,1,0,0,3,4,0,105.3,0,Average,40000
14200,46900,0.14,696,0,0,1,0,0,2,2,1,86.8,0,Good,67651
16500,66200,0.21,1060,0,120,1,0,0,3,3,1,59,360,Average,83459
33100,194400,0.2,1555,0,0,2,0,1,3,2,1,2.1,462,Average,235900
19300,96000,0.19,876,0,328,1,0,0,2,2,1,20.7,0,Good,108450
16500,54900,0.2,1158,0,72,1,0,0,3,3,0,105.5,0,Good,74335
24600,79600,0.16,928,0,0,1,0,1,2,4,1,84.4,0,Good,112600
15600,50200,0.14,784,480,100,1,0,0,4,2,0,29.9,0,Poor,63821
36500,141500,0.74,1252,0,228,1,0,1,3,2,1,18.6,0,Average,143637
26800,92100,0.18,912,0,0,1,1,0,3,2,1,49.4,0,Good,133498
16300,41800,0.15,624,0,0,1,0,0,2,3,0,101,0,Average,47159
14800,74000,0.24,864,0,0,1,0,0,3,2,1,48,0,Good,91314
20800,83800,0.26,1228,0,0,1,0,1,3,2,1,51,0,Good,104569
21500,81500,0.17,966,0,0,1,0,0,3,2,1,49.4,0,Average,109737
20000,116500,0.12,956,0,114,1,0,0,2,3,1,62.8,0,Good,83459
21300,79100,0.13,775,0,0,1,0,1,2,2,1,59,0,Good,122734
6100,51300,0.16,1462,0,0,1,0,0,3,4,0,97.7,0,Average,77024
9200,22000,0.17,1100,0,0,1,1,0,4,4,1,120.9,0,Poor,19637
19300,82800,0.17,1004,0,0,1,0,0,3,2,1,50.3,0,Average,96855
14200,40900,0.15,660,0,0,1,0,0,1,3,0,89.9,0,Average,68731
11600,63900,0.15,1186,0,0,1,0,1,2,4,0,102.5,0,Good,76243
18400,73400,0.16,1177,0,0,1,0,0,2,3,0,87.1,0,Good,110000
21700,112400,0.14,1270,0,0,1,0,1,3,4,1,78.7,0,Good,161471
32300,97000,0.29,923,0,0,1,0,0,3,2,1,50.2,0,Good,152000
17900,67500,0.15,1122,0,0,1,0,0,2,3,1,108.7,0,Average,84832
23300,84300,0.23,1040,0,100,1,0,0,3,2,1,58.5,0,Good,114235
31300,138000,0.17,1093,525,201,2,0,1,4,4,1,44.6,0,Good,166773
24000,88600,0.17,978,300,72,1,1,0,3,2,1,58,0,Good,123617
19400,98700,0.17,1152,0,0,1,1,0,3,1,1,54.6,252,Good,116645
15100,74300,0.23,1268,0,0,1,1,1,3,4,1,71.8,0,Good,102507
28100,91700,0.18,1195,0,212,1,0,0,3,3,1,61.1,0,Good,123000
19700,92600,0.18,906,430,100,1,0,0,3,2,1,41.1,0,Good,108500
32000,92200,0.22,1385,0,288,1,0,0,3,4,1,56.7,0,Good,141612
17800,50900,0.18,816,0,270,1,0,0,2,2,1,47.4,0,Good,71472
22600,34500,0.21,660,0,0,1,0,0,2,2,0,89.3,0,Poor,54391
12600,50900,0.12,624,300,0,1,0,0,1,3,0,95.1,0,Good,67000
30500,76300,0.28,952,0,140,1,0,1,2,3,1,83.6,0,Good,113271
16100,47800,0.15,884,440,0,1,0,0,1,3,1,61.8,0,Average,58814
33400,127500,0.21,1556,0,476,1,1,1,4,3,1,63.3,380,Good,200390
22200,97500,0.2,950,450,160,1,1,0,3,2,1,37.4,0,Good,123955
19700,95600,0.24,992,500,0,1,0,0,3,2,1,51.2,0,Good,126000
29300,123900,0.22,1348,650,220,1,1,1,4,2,1,44.8,0,Good,138443
27100,112900,0.17,1071,250,0,1,0,0,3,2,1,57.4,0,Average,140273
29100,115300,0.21,1452,0,96,1,0,0,3,5,1,52.6,0,Good,125321
31300,145300,0.42,1456,0,198,2,0,0,3,2,1,2.5,484,Average,159013
21600,81000,0.15,892,0,0,1,0,0,2,3,1,70.5,0,Good,106874
15900,55700,0.15,1264,0,0,1,0,0,2,3,1,92.8,0,Average,87386
7100,154300,0.26,3953,0,0,3,0,0,7,7,0,93.3,0,Good,200390
17500,48900,0.17,664,0,0,1,0,0,2,2,1,69.2,0,Average,66400
12300,45900,0.13,816,0,0,1,0,0,2,2,0,76.2,0,Average,80000
24600,139900,0.16,1440,350,0,1,1,1,3,3,1,68.6,0,Good,185089
30600,104700,0.3,1030,540,0,1,0,1,4,1,1,52.6,264,Good,129177
20800,98000,0.16,1527,0,0,1,0,0,4,4,0,79.6,0,Average,127731
19700,94500,0.22,1134,0,0,1,0,0,3,3,1,52.7,0,Good,110764
37700,211800,0.32,1694,0,312,2,0,1,3,3,1,4,600,Average,211102
18000,82500,0.16,796,671,100,1,0,1,2,3,1,48.7,260,Good,125321
65300,189800,0.28,2120,0,168,2,1,1,4,3,1,38.5,528,Average,270526
7400,55500,0.15,1008,0,0,1,1,0,2,3,1,96.8,0,Good,76095
18300,95000,0.15,1316,0,0,1,0,1,3,4,1,104.8,0,Good,101124
10400,34400,0.11,599,0,0,1,0,0,1,3,0,69.7,0,Good,42416
16000,67400,0.15,1005,0,0,1,0,1,2,3,1,96.6,0,Good,83791
8300,33200,0.15,792,0,0,2,0,0,5,3,0,118,0,Poor,39177
27100,106800,0.18,1134,588,0,1,0,0,3,3,1,47.9,0,Good,134418
21500,95200,0.18,1052,500,252,1,0,0,3,2,1,44.9,0,Good,115370
8100,25900,0.17,536,0,0,1,0,0,1,2,0,69.6,0,Average,67480
20400,80000,0.2,864,750,168,1,0,0,2,3,1,47.4,0,Good,121188
22300,82500,0.19,982,350,192,1,0,0,3,3,1,56.4,0,Average,91597
25200,80700,0.16,803,0,0,2,0,0,2,3,1,81.8,0,Good,123393
8500,39500,0.15,768,0,0,1,0,0,2,2,1,93,0,Average,24547
44900,126600,0.2,1833,0,0,2,0,1,3,4,1,83.5,0,Average,166484
15500,73700,0.16,912,200,0,1,0,0,3,2,1,55.8,0,Good,0
20300,69600,0.18,768,0,180,1,0,0,2,2,1,49.8,0,Average,0
20100,56700,0.22,660,0,0,1,0,0,1,3,1,61.8,0,Average,0
4000,28800,0.13,865,0,112,1,0,0,2,3,0,88.8,0,Average,0
10400,39300,0.15,617,0,0,1,0,0,2,2,0,58.8,0,Average,0
7300,41700,0.08,768,0,0,1,0,0,2,2,0,90.8,0,Average,0
16200,38700,0.15,792,0,0,1,1,0,3,2,0,96.8,0,Poor,0
2900,34500,0.06,918,0,0,1,0,0,2,2,0,96.8,0,Average,0
16500,55800,0.2,905,0,0,1,0,0,2,3,0,90.8,0,Average,0
27700,39900,0.19,704,0,224,1,0,0,2,2,0,91.8,0,Average,0
19300,96000,0.19,876,0,328,1,0,0,2,2,1,23.8,0,Good,0
14400,88900,0.26,900,0,108,1,0,0,3,2,1,38.8,0,Good,0
19600,148400,0.5,1916,0,510,2,0,0,3,3,1,53.8,591,Good,0
6800,92200,0.11,1575,0,316,1,0,0,3,2,1,63.8,0,Good,0
28100,92000,0.18,1112,100,192,1,1,0,3,3,1,64.8,0,Good,0
27400,130500,0.19,1215,298,0,1,1,2,3,2,1,47.8,0,Good,0
15800,76800,0.16,1069,0,0,1,0,0,3,3,1,111.8,0,Good,0
5000,29500,0.14,612,0,0,1,0,0,2,3,0,96.8,0,Average,0
52500,355900,0.34,2634,460,0,3,1,3,3,4,1,56.8,0,Good,0
14900,74400,0.17,1930,0,0,2,0,0,4,5,1,107.8,0,Average,0
22800,86900,0.21,988,450,0,1,0,1,3,2,1,47.8,264,Good,0
7900,33200,0.17,1608,0,0,1,0,0,3,4,0,105.8,0,Poor,0
12100,52600,0.14,864,0,136,1,0,0,2,3,1,70.8,0,Good,0
15700,47100,0.16,704,0,0,1,0,0,2,2,0,61.8,0,Average,0
23200,67600,0.23,720,0,0,1,0,0,2,2,1,60.8,0,Average,0
81300,163500,0.96,1630,336,474,2,1,1,3,4,1,80.8,0,Good,0
20400,80000,0.2,864,750,168,1,0,0,2,3,1,49.8,0,Good,0
20800,88000,0.22,1260,0,0,1,0,0,4,3,1,74.8,0,Average,0
21900,116700,0.23,1080,0,120,2,0,1,3,2,1,21.8,0,Average,0
15800,59700,0.15,946,0,0,1,0,0,2,3,0,92.8,0,Good,0
24600,128000,0.16,1448,460,0,1,1,1,3,4,1,84.8,0,Good,0
16800,96800,0.16,1008,500,216,1,1,0,3,2,1,51.8,0,Good,0
20600,51800,0.57,915,0,0,1,0,0,3,2,1,90.8,0,Average,0
26000,122600,0.17,1851,0,0,1,1,1,3,4,1,86.8,0,Good,0
18900,79300,0.15,720,350,0,1,0,0,2,2,1,62.8,0,Good,0
40200,131200,0.52,1986,0,188,2,1,1,4,2,1,100.8,0,Good,0
16400,61200,0.1,784,0,220,1,0,0,2,2,1,88.8,0,Good,0
12900,80300,0.17,1020,274,0,1,0,0,3,2,1,45.8,0,Good,0
19400,85700,0.16,1270,350,0,1,0,0,4,2,1,63.8,0,Good,0
19400,83100,0.11,1080,0,0,1,0,1,2,2,1,91.8,0,Good,0
28200,50300,0.19,504,0,240,1,0,0,1,2,0,59.8,280,Good,0
29900,94900,0.19,1140,300,140,2,0,0,3,3,1,58.8,0,Good,0
14700,62500,0.16,960,0,100,1,0,0,3,3,0,90.8,0,Average,0
18900,59100,0.16,792,0,0,1,0,0,2,2,1,93.8,0,Good,0
15300,91800,0.16,1073,350,120,1,0,0,2,2,1,53.8,0,Good,0
20800,107300,0.16,1663,0,0,1,0,1,3,4,1,82.8,0,Good,0
31900,117500,0.17,1270,0,0,1,0,2,3,3,1,72.8,0,Good,0
27600,92800,0.23,1086,0,140,1,1,0,3,2,1,50.8,0,Good,0
11400,75900,0.15,904,0,144,1,0,0,2,2,1,79.8,0,Good,0
13500,59800,0.12,874,0,0,1,0,0,2,4,1,88.8,0,Average,0
16600,85600,0.17,894,530,0,1,0,0,2,3,1,55.8,240,Good,0
28900,76600,0.16,844,0,171,1,0,0,2,2,1,59.8,0,Good,0
24400,80200,0.17,726,0,0,1,0,0,2,2,1,58.8,0,Good,0
20800,50100,0.45,987,0,330,1,0,0,2,2,0,42.8,0,Good,0
17700,104800,0.15,1629,0,108,1,0,1,4,4,1,72.8,0,Good,0
26900,122200,0.36,1703,600,0,2,0,1,4,2,1,59.8,0,Good,0
21100,122400,0.17,1478,450,0,2,0,0,4,2,1,14.8,0,Good,0
15700,67900,0.16,1021,0,0,1,0,1,3,3,1,110.8,0,Good,0
30400,122000,0.28,1404,0,0,1,0,1,3,2,1,62.8,440,Average,0
26000,140000,0.16,1559,0,0,1,0,1,3,2,1,76.8,0,Good,0
28900,79600,0.18,726,0,0,1,0,0,2,2,1,72.8,0,Good,0
14900,91400,0.17,984,400,121,1,0,1,3,2,1,50.8,200,Good,0
14900,62100,0.15,672,0,0,1,0,0,2,2,1,68.8,0,Good,0
22600,109000,0.15,1296,0,652,1,1,1,3,4,1,62.8,0,Good,0
36300,133100,0.25,1624,0,100,2,1,1,3,3,1,8.7,400,Average,0
22100,64000,0.33,888,0,216,1,0,0,2,2,1,85.8,0,Good,0
30800,101100,0.18,1174,0,0,1,1,1,2,3,1,71.8,0,Good,0
28800,93900,0.22,1370,0,0,1,0,0,2,4,1,63.8,378,Good,0
31900,82000,0.91,1079,0,0,1,0,0,2,3,1,71.8,0,Good,0
58000,148300,0.42,2719,0,0,2,1,1,3,5,1,88.8,484,Good,0
29100,105300,0.21,868,424,356,1,0,0,2,2,1,45.8,0,Good,0
29900,131600,0.19,1235,200,48,1,1,0,3,4,1,51.8,0,Good,0
40900,191000,0.58,1774,1366,159,2,0,2,2,3,1,27.8,528,Good,0
49200,270800,0.27,2292,280,0,2,1,2,4,8,1,53.8,0,Good,0
17400,71000,0.2,893,0,152,1,0,0,2,2,0,59.8,0,Good,0
15200,38300,0.15,891,0,0,1,0,0,2,2,0,95.8,0,Poor,0
25900,93900,0.17,1130,0,0,1,0,0,3,3,1,71.8,0,Good,0
26100,82400,0.17,864,0,56,1,0,0,3,2,1,60.8,0,Good,0
19700,108600,0.32,1536,0,0,1,0,1,3,3,1,45.8,0,Average,0
19000,76800,0.17,1574,0,0,1,0,0,3,2,0,60.8,280,Average,0
22300,50700,0.14,832,0,0,1,0,1,2,3,0,85.8,0,Poor,0
22400,65100,0.43,1024,0,198,1,0,0,3,1,1,56.8,0,Good,0
48200,166000,0.24,1752,288,0,1,1,1,3,4,1,85.8,0,Good,0
16600,99900,0.16,997,400,104,1,0,0,3,2,1,53.8,0,Good,0
11200,42300,0.12,1029,0,0,1,0,0,3,3,1,97.8,0,Average,0
27600,118400,0.15,1498,450,192,2,0,0,3,3,1,70.8,240,Good,0
14400,107800,0.15,1560,0,0,2,0,0,3,2,1,79.8,0,Good,0
24300,92600,0.15,894,0,204,1,1,1,2,2,1,87.8,0,Good,0
9400,48900,0.22,997,400,0,1,0,0,2,4,1,127.8,0,Poor,0
24600,97600,0.16,2157,0,0,1,1,1,3,6,1,95.8,0,Good,0
20000,91400,0.15,924,304,0,1,0,0,3,2,1,46.8,0,Good,0
14800,52300,0.17,620,0,96,1,0,0,2,2,1,55.8,0,Average,0
4500,17200,0.14,816,0,256,1,0,0,2,2,0,92.8,0,Poor,0
19400,112700,0.19,1006,360,120,1,0,1,3,2,1,16.8,0,Average,0
24600,99300,0.16,1180,0,48,1,0,1,3,2,1,94.8,0,Good,0
27800,128500,0.24,1040,500,216,1,1,1,4,3,1,41.8,528,Good,0
28300,132100,0.49,1808,0,0,1,1,1,4,4,1,81.8,0,Good,0
29000,120300,0.24,1102,420,0,2,1,1,3,2,1,15.8,130,Average,0
27300,116300,0.19,1072,400,120,2,1,1,3,2,1,21.8,120,Good,0
16200,62600,0.15,980,0,0,1,0,0,2,3,0,103.8,0,Good,0
23900,104000,0.34,1082,144,130,1,0,0,4,2,1,39.8,0,Good,0
18200,55500,0.26,1004,0,0,1,0,0,3,3,0,103.8,0,Good,0
11100,71900,0.17,1911,0,0,2,1,1,5,3,0,77.8,0,Good,0
27300,118700,0.18,1140,0,0,1,0,0,2,3,1,54.8,240,Good,0
21400,82300,0.17,912,0,0,1,0,0,3,2,1,51.8,0,Good,0
6300,48300,0.25,1080,0,0,1,0,0,2,4,1,67.8,0,Poor,0
30900,64400,0.23,1248,0,0,1,0,0,3,3,0,108.8,0,Poor,0
12700,41200,0.17,1153,0,0,1,0,0,3,2,0,100.8,0,Poor,0
19300,52200,0.16,823,0,0,1,0,0,2,2,0,62.8,0,Good,0
22200,103700,0.21,1600,100,0,1,2,0,4,3,1,39.8,0,Good,0
27400,123000,0.25,1717,0,0,3,1,0,4,2,1,18.8,400,Average,0
18900,115700,0.18,1036,400,0,2,0,1,3,2,1,34.8,200,Good,0
10200,47300,0.09,704,0,0,1,0,0,2,2,0,85.8,0,Average,0
22600,142200,0.23,1643,0,356,2,0,0,4,2,1,19.8,420,Average,0
28800,104900,0.2,1479,500,0,2,0,1,4,3,1,92.8,0,Good,0
35800,135200,0.25,1936,0,0,2,0,1,3,5,0,78.8,0,Good,0
29000,128800,0.22,1485,0,336,1,0,0,3,4,1,57.8,0,Poor,0
11900,80500,0.16,880,0,246,1,0,0,3,2,1,41.8,0,Good,0
14900,60600,0.14,660,0,0,1,0,0,2,2,1,70.8,0,Good,0
15500,46900,0.15,988,0,0,1,0,0,2,3,1,86.8,0,Poor,0
22700,98300,0.16,1184,0,0,1,0,1,3,3,1,76.8,0,Good,0
30100,130000,1.34,960,700,632,2,0,1,3,2,0,50.8,0,Good,0
22600,87200,0.15,900,0,0,1,1,0,2,3,1,81.8,0,Good,0
16900,74700,0.17,1517,0,0,1,0,1,4,2,0,61.8,0,Good,0
20400,92200,0.21,960,400,63,1,0,0,3,2,1,39.8,0,Good,0
21300,71900,0.25,640,0,0,1,0,0,2,2,1,60.8,0,Average,0
14600,50500,0.15,788,0,210,1,0,0,3,3,1,110.8,0,Good,0
20100,102900,0.28,1190,560,144,2,0,2,3,2,1,50.8,252,Good,0
27600,133600,0.22,1686,300,0,1,1,1,4,3,1,44.8,0,Average,0
23800,94800,0.22,968,540,208,1,0,0,3,2,0,55.8,0,Good,0
6000,62600,0.13,1234,0,0,2,0,0,3,4,1,113.8,0,Good,0
25900,100600,0.16,1425,0,0,1,1,0,4,3,1,69.8,0,Average,0
5400,56700,0.13,1552,0,240,1,1,0,4,3,1,76.8,0,Average,0
34900,233000,0.3,2541,0,272,2,0,1,4,5,1,12.7,629,Average,0
26100,16500,0.4,1134,0,0,1,0,0,3,3,0,82.8,0,Poor,0
26200,93600,0.3,857,600,127,1,0,1,2,2,1,19.8,0,Good,0
15900,72600,0.14,900,0,0,1,0,0,4,2,1,60.8,0,Good,0
9000,43800,0.15,1054,0,0,1,0,0,3,2,0,104.8,0,Average,0
30500,98700,0.18,1264,0,324,1,0,1,2,4,1,86.8,0,Good,0
18300,75200,0.25,720,0,0,1,0,0,2,2,1,55.8,0,Average,0
30700,157500,0.23,1856,0,444,2,1,1,3,3,1,28.8,484,Good,0
6200,43900,0.15,1232,0,0,1,0,0,2,3,1,125.8,0,Good,0
27200,86800,0.18,744,0,0,1,0,0,2,2,1,60.8,0,Good,0
28600,71200,0.42,782,0,0,1,0,0,2,2,1,64.8,0,Good,0
17800,95900,0.16,952,0,92,1,0,0,3,2,1,41.8,0,Good,0
47700,75200,0.66,1577,0,176,1,0,0,3,3,1,90.8,0,Good,0
17900,100100,0.17,1141,400,190,1,0,0,3,2,1,56.8,0,Good,0
16300,79700,0.2,1456,0,0,1,0,0,3,3,1,98.8,0,Good,0
24000,89600,0.28,944,0,0,1,0,0,3,2,1,51.8,0,Good,0
30700,88200,0.22,1092,150,0,1,0,0,3,2,1,65.8,0,Good,0
26200,92700,0.31,1333,400,0,1,1,1,3,2,1,72.8,0,Good,0
23200,93600,0.24,1324,0,400,1,0,1,2,3,1,56.8,0,Average,0
17200,65800,0.16,624,200,0,1,0,1,2,2,0,69.8,0,Good,0
16000,85600,0.15,884,0,146,1,0,0,3,2,1,39.8,0,Average,0
37300,148300,0.43,1740,432,130,2,1,1,4,5,1,43.8,0,Good,0
25600,73900,0.23,1069,300,0,1,0,0,2,3,0,59.8,0,Average,0
25400,63000,0.47,782,0,220,1,0,0,2,3,1,100.8,0,Good,0
11900,51200,0.17,768,0,0,1,0,0,2,2,0,60.8,0,Average,0
26400,174300,0.21,1922,625,212,2,2,1,3,4,1,21.8,484,Average,0
16200,76000,0.15,1001,0,200,1,0,0,2,2,1,93.8,0,Good,0
20100,105300,0.21,1032,0,0,1,0,0,2,3,1,12.7,0,Good,0
50800,122800,0.36,1587,312,0,2,0,1,3,2,1,82.8,0,Good,0
29000,92800,0.22,1383,500,0,1,0,0,2,3,1,55.8,304,Good,0
12400,39600,0.14,815,0,0,1,0,0,2,2,1,97.8,0,Average,0
17500,73900,0.15,874,0,64,1,0,0,2,2,1,84.8,0,Good,0
14900,63700,0.16,711,220,56,1,0,0,2,2,1,93.8,0,Good,0
13900,97200,0.17,1034,0,152,1,0,0,3,2,1,8.7,0,Average,0
17800,83400,0.16,1240,0,0,1,0,1,3,3,1,71.8,0,Good,0
18400,56700,0.16,960,0,0,1,0,0,2,2,1,59.8,0,Poor,0
35200,68800,0.91,1152,0,0,1,0,0,2,3,1,86.8,0,Poor,0
21400,95100,0.17,988,266,0,1,0,0,3,2,1,48.8,0,Good,0
32900,99200,0.35,1190,0,0,1,0,0,2,3,1,62.8,0,Good,0
28100,102900,0.2,1544,0,0,1,0,0,3,1,0,83.8,0,Good,0
19600,98200,0.15,1461,0,0,1,0,0,4,3,1,87.8,0,Good,0
12800,51100,0.16,856,0,0,1,0,0,2,3,1,95.8,0,Good,0
4100,51400,0.14,900,0,0,1,0,0,3,2,0,65.8,0,Good,0
19300,68200,0.17,938,0,0,1,0,0,2,3,1,90.8,0,Good,0
9300,126700,0.09,2250,0,0,1,1,1,4,4,0,94.8,26,Good,0
5600,37900,0.12,768,300,0,1,0,0,2,2,1,100.8,0,Average,0
48700,206900,0.24,1887,0,512,1,1,1,3,3,1,86.8,0,Good,0
23800,95900,0.17,831,400,235,1,0,0,2,3,1,33.8,0,Good,0
23300,63100,0.19,874,0,0,1,0,0,2,2,1,85.8,0,Good,0
18800,114700,0.15,1082,0,100,2,0,0,3,2,1,20.8,0,Average,0
18500,110500,0.19,1183,0,0,2,1,2,4,2,1,34.8,0,Good,0
22200,96100,0.21,1162,0,0,1,0,0,2,3,1,49.8,0,Good,0
19800,79700,0.2,864,0,0,1,0,0,3,2,1,54.8,0,Good,0
5700,46400,0.15,1230,0,0,1,0,0,3,3,1,112.8,0,Average,0
12800,60000,0.16,828,420,48,1,1,0,2,2,0,60.8,0,Good,0
16000,27700,0.15,864,0,0,1,0,0,3,2,0,70.8,0,Poor,0
19600,63600,0.16,1296,0,184,1,0,0,3,3,1,100.8,360,Average,0
23100,109400,0.15,1195,0,40,1,0,0,3,1,1,61.8,0,Good,0
13500,74100,0.19,990,0,96,1,0,0,2,4,1,51.8,0,Good,0
27700,124300,0.22,1502,250,0,1,1,0,3,2,1,55.8,0,Good,0
20300,90500,0.17,1008,0,154,1,1,0,3,2,1,60.8,0,Good,0
33200,126200,0.37,1408,0,120,2,1,1,3,2,1,12.7,400,Average,0
21700,92100,0.26,1116,124,216,1,0,1,2,3,1,67.8,0,Good,0
18200,79300,0.19,800,336,0,1,0,1,2,2,1,63.8,0,Good,0
32500,143500,0.2,1858,0,120,2,1,1,3,5,1,11.7,498,Average,0
15100,68500,0.13,1012,0,0,1,0,0,2,3,1,93.8,0,Good,0
32700,51400,0.23,1170,0,0,1,0,1,3,2,1,71.8,0,Poor,0
8800,127000,0.24,1317,0,18,2,1,0,3,2,1,4.7,0,Average,0
13800,29100,0.13,658,0,0,1,0,0,2,2,1,100.8,0,Poor,0
13700,40400,0.26,672,0,0,1,0,0,2,2,1,57.8,0,Average,0
10500,50500,0.18,676,0,80,1,0,0,2,2,1,59.8,0,Good,0
35900,120100,0.48,1230,0,120,2,0,0,3,2,1,3.7,0,Average,0
16300,41800,0.15,624,0,0,1,0,0,2,3,0,103.8,0,Average,0
21800,103700,0.17,1071,294,0,1,1,1,3,2,1,49.8,0,Good,0
12200,58500,0.15,1037,0,0,1,0,0,3,2,0,85.8,0,Good,0
20900,86300,0.16,1309,0,0,1,0,0,3,3,1,90.8,0,Good,0
29100,148000,0.19,1438,0,0,2,0,1,3,3,1,74.8,252,Good,0
11900,58400,0.15,660,0,0,1,0,0,2,2,1,30.8,0,Good,0
17700,94000,0.21,1092,546,0,1,0,0,3,2,1,55.8,0,Good,0
32500,140400,0.32,2420,0,0,1,0,2,3,5,1,94.8,0,Good,0
32000,122600,0.19,1548,0,144,1,1,1,3,3,1,80.8,0,Poor,0
13700,83700,0.19,874,0,240,1,0,0,3,2,1,52.8,0,Good,0
47900,169000,0.21,1666,0,0,2,0,1,3,2,1,74.8,0,Good,0
22300,80400,0.16,1326,0,112,1,0,0,3,3,1,98.8,0,Good,0
6600,37100,0.2,1289,0,0,1,0,0,2,4,0,120.8,0,Poor,0
13700,87000,0.15,1032,0,0,1,0,0,3,2,1,58.8,0,Good,0
18400,77700,0.18,1148,0,0,1,0,1,2,4,1,90.8,112,Good,0
